staff_id,department,current_role,current_skills,target_department,target_role,required_skills,seniority_years,recent_training_hours,performance_rating,avg_salary_usd,recent_ot_hours
STF-00704,Treasury & Markets,FX Dealer,"data_analytics,forex_ops,credit_risk,treasury_ops,aml_compliance",Digital & IT,Systems Administrator,"cybersecurity,data_analytics,it_support,treasury_ops",2.3,14.0,3,582.3,9.1
STF-00705,Credit & Lending,Credit Analyst,"aml_compliance,data_analytics,loan_underwriting,teller_ops",Credit & Lending,Underwriter,"aml_compliance,loan_underwriting,credit_risk",1.6,14.0,3,532.06,9.4
STF-00706,Treasury & Markets,FX Dealer,"forex_ops,credit_risk,data_analytics,treasury_ops,teller_ops",Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,teller_ops",4.4,23.0,1,749.85,4.2
STF-00707,Digital & IT,IT Support Analyst,"digital_banking,it_support",Digital & IT,Digital Banking Officer,"digital_banking,cybersecurity,it_support",5.1,17.0,3,796.36,8.7
STF-00708,Treasury & Markets,Treasury Analyst,"credit_risk,data_analytics,forex_ops,branch_management",Compliance & Risk,Risk Analyst,"cybersecurity,leadership",3.1,23.0,4,749.28,3.9
STF-00709,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,customer_service,branch_management",Credit & Lending,Loan Officer,"loan_underwriting,data_analytics,credit_risk",3.7,13.0,2,682.27,7.3
STF-00710,Retail Banking,Branch Officer,"teller_ops,customer_service,sales_advisory,branch_management",Credit & Lending,Credit Analyst,"data_analytics,credit_risk",3.0,15.0,3,737.39,0.0
STF-00711,Retail Banking,Teller,"sales_advisory,branch_management",Retail Banking,Branch Officer,"sales_advisory,branch_management,customer_service,it_support",8.8,17.0,2,832.98,0.6
STF-00712,Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,loan_underwriting",Retail Banking,Branch Officer,"branch_management,customer_service,sales_advisory",1.6,16.0,2,811.15,0.0
STF-00713,Private & Wealth,Wealth Advisor,"sales_advisory,customer_service,wealth_management",Private & Wealth,Private Banker,"customer_service,leadership,it_support",9.9,13.0,3,701.41,0.0
STF-00714,Digital & IT,Digital Banking Officer,"data_analytics,it_support,digital_banking,forex_ops",Digital & IT,Digital Banking Officer,"it_support,data_analytics,cybersecurity",2.5,16.0,3,611.45,0.9
STF-00715,Retail Banking,Customer Service Rep,"customer_service,teller_ops,sales_advisory",Private & Wealth,Relationship Manager,"customer_service,sales_advisory,data_analytics",5.3,14.0,3,874.22,7.6
STF-00716,Private & Wealth,Wealth Advisor,"wealth_management,customer_service,it_support",Retail Banking,Customer Service Rep,"customer_service,sales_advisory,teller_ops",3.6,22.0,1,637.33,8.7
STF-00717,Retail Banking,Branch Officer,"customer_service,teller_ops,sales_advisory",Retail Banking,Branch Officer,"teller_ops,customer_service,leadership",3.3,32.0,2,888.48,3.1
STF-00718,Retail Banking,Branch Officer,"sales_advisory,customer_service,teller_ops",Retail Banking,Teller,"customer_service,sales_advisory,teller_ops",2.3,20.0,4,612.97,6.9
STF-00719,Retail Banking,Branch Supervisor,"teller_ops,customer_service,branch_management,aml_compliance",Compliance & Risk,Risk Analyst,"credit_risk,cybersecurity",6.7,16.0,3,898.23,1.3
STF-00720,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,it_support",Private & Wealth,Wealth Advisor,"sales_advisory,wealth_management,customer_service",0.8,15.0,5,492.74,4.0
STF-00721,Compliance & Risk,Risk Analyst,"leadership,credit_risk,digital_banking",Compliance & Risk,AML Investigator,"leadership,cybersecurity,aml_compliance",0.9,15.0,2,731.03,7.8
STF-00722,Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance,teller_ops",Digital & IT,Systems Administrator,"it_support,data_analytics,cybersecurity",3.3,22.0,2,681.92,11.1
STF-00723,Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk,forex_ops,data_analytics",Compliance & Risk,Risk Analyst,"credit_risk,aml_compliance,leadership",2.2,17.0,2,523.89,9.2
STF-00724,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,credit_risk,data_analytics",Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,leadership,teller_ops",7.5,9.0,3,875.17,3.3
STF-00725,Digital & IT,Digital Banking Officer,"data_analytics,digital_banking,cybersecurity,it_support,treasury_ops",Digital & IT,IT Support Analyst,"it_support,digital_banking,sales_advisory",1.6,19.0,3,590.84,4.4
STF-00726,Treasury & Markets,Treasury Analyst,"forex_ops,credit_risk,customer_service",Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk",3.9,13.0,1,796.47,2.4
STF-00727,Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops,forex_ops,data_analytics",Compliance & Risk,Compliance Officer,"leadership,aml_compliance,cybersecurity",11.1,18.0,4,738.83,4.8
STF-00728,Credit & Lending,Loan Officer,"aml_compliance,credit_risk",Credit & Lending,Loan Officer,"credit_risk,loan_underwriting,aml_compliance",2.5,14.0,2,514.29,7.0
STF-00729,Retail Banking,Teller,"sales_advisory,customer_service",Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance,data_analytics,branch_management",4.0,9.0,4,621.07,2.0
STF-00730,Credit & Lending,Lending Manager,"loan_underwriting,credit_risk",Credit & Lending,Lending Manager,"loan_underwriting,data_analytics",2.8,16.0,1,706.36,6.3
STF-00731,Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,forex_ops,credit_risk",Treasury & Markets,Markets Associate,"data_analytics,credit_risk",1.5,12.0,3,721.33,0.3
STF-00732,Digital & IT,IT Support Analyst,"cybersecurity,digital_banking,data_analytics,it_support",Digital & IT,IT Support Analyst,"cybersecurity,it_support,digital_banking",6.9,19.0,2,774.28,4.7
STF-00733,Compliance & Risk,AML Investigator,"aml_compliance,leadership,credit_risk,cybersecurity",Compliance & Risk,Compliance Officer,"credit_risk,cybersecurity",1.1,23.0,4,773.04,0.0
STF-00734,Credit & Lending,Underwriter,"data_analytics,credit_risk,aml_compliance,loan_underwriting",Credit & Lending,Loan Officer,"aml_compliance,loan_underwriting",3.2,23.0,2,808.27,0.0
STF-00735,Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,loan_underwriting,data_analytics,teller_ops",Credit & Lending,Lending Manager,"aml_compliance,data_analytics",1.8,21.0,2,798.88,10.3
STF-00736,Credit & Lending,Underwriter,"aml_compliance,credit_risk,cybersecurity",Credit & Lending,Lending Manager,"loan_underwriting,aml_compliance,data_analytics",4.1,12.0,3,640.43,1.9
STF-00737,Credit & Lending,Lending Manager,"loan_underwriting,data_analytics,aml_compliance,credit_risk",Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting,credit_risk",4.0,19.0,3,653.96,5.9
STF-00738,Compliance & Risk,AML Investigator,"credit_risk,leadership,aml_compliance",Retail Banking,Teller,"customer_service,teller_ops,branch_management",3.3,23.0,3,758.76,5.0
STF-00739,Private & Wealth,Private Banker,"leadership,customer_service,wealth_management,sales_advisory",Private & Wealth,Relationship Manager,"wealth_management,leadership,sales_advisory",6.3,23.0,3,808.13,0.0
STF-00740,Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting,aml_compliance,data_analytics",Credit & Lending,Loan Officer,"data_analytics,loan_underwriting,aml_compliance,sales_advisory",0.4,27.0,3,911.48,4.2
STF-00741,Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,wealth_management,aml_compliance",Credit & Lending,Loan Officer,"data_analytics,loan_underwriting",13.3,12.0,3,1036.16,10.7
STF-00742,Private & Wealth,Relationship Manager,"wealth_management,sales_advisory,customer_service",Credit & Lending,Underwriter,"loan_underwriting,data_analytics,digital_banking",4.4,16.0,2,724.72,3.0
STF-00743,Credit & Lending,Loan Officer,"aml_compliance,data_analytics,loan_underwriting",Credit & Lending,Underwriter,"aml_compliance,loan_underwriting,data_analytics",1.4,22.0,3,626.36,4.9
STF-00744,Private & Wealth,Wealth Advisor,"customer_service,wealth_management,treasury_ops",Private & Wealth,Relationship Manager,"sales_advisory,wealth_management,leadership,teller_ops",2.9,20.0,3,789.06,0.0
STF-00745,Retail Banking,Branch Officer,"branch_management,teller_ops",Digital & IT,Systems Administrator,"cybersecurity,digital_banking",2.5,16.0,3,684.67,5.3
STF-00746,Private & Wealth,Private Banker,"sales_advisory,leadership,wealth_management,treasury_ops",Private & Wealth,Relationship Manager,"leadership,sales_advisory,aml_compliance",3.5,19.0,2,797.03,5.0
STF-00747,Credit & Lending,Underwriter,"data_analytics,loan_underwriting,credit_risk,aml_compliance,teller_ops",Compliance & Risk,Compliance Officer,"leadership,aml_compliance,credit_risk",7.7,12.0,4,912.06,6.4
STF-00748,Credit & Lending,Credit Analyst,"aml_compliance,loan_underwriting,data_analytics,digital_banking",Credit & Lending,Lending Manager,"aml_compliance,data_analytics,credit_risk,digital_banking",3.4,10.0,5,639.69,0.0
STF-00749,Retail Banking,Branch Supervisor,"teller_ops,branch_management,loan_underwriting",Retail Banking,Teller,"sales_advisory,branch_management,customer_service",5.2,20.0,2,847.54,0.0
STF-00750,Compliance & Risk,Compliance Officer,"leadership,credit_risk,aml_compliance",Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,leadership",11.9,29.0,3,875.83,8.5
STF-00751,Private & Wealth,Private Banker,"leadership,sales_advisory,wealth_management,aml_compliance",Digital & IT,Systems Administrator,"digital_banking,cybersecurity,it_support",1.9,19.0,4,724.54,11.4
STF-00752,Treasury & Markets,FX Dealer,"data_analytics,forex_ops,treasury_ops,credit_risk",Treasury & Markets,FX Dealer,"data_analytics,credit_risk,forex_ops,leadership",2.3,15.0,4,560.24,7.6
STF-00753,Compliance & Risk,Risk Analyst,"leadership,aml_compliance,wealth_management",Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity,sales_advisory",1.5,15.0,3,683.63,0.0
STF-00754,Compliance & Risk,Compliance Officer,"leadership,cybersecurity,credit_risk,loan_underwriting",Treasury & Markets,Markets Associate,"treasury_ops,credit_risk,forex_ops",9.0,20.0,1,862.04,5.5
STF-00755,Digital & IT,Digital Banking Officer,"cybersecurity,digital_banking,it_support,data_analytics",Digital & IT,Digital Banking Officer,"digital_banking,it_support",5.1,18.0,2,869.17,4.4
STF-00756,Private & Wealth,Private Banker,"leadership,wealth_management,sales_advisory,customer_service",Private & Wealth,Relationship Manager,"customer_service,leadership,forex_ops",3.3,16.0,2,560.95,0.0
STF-00757,Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops,branch_management",Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,teller_ops",5.9,24.0,4,857.17,8.0
STF-00758,Treasury & Markets,FX Dealer,"data_analytics,treasury_ops,credit_risk,forex_ops",Treasury & Markets,FX Dealer,"credit_risk,treasury_ops",1.8,13.0,3,923.22,5.6
STF-00759,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops",Treasury & Markets,Markets Associate,"data_analytics,credit_risk,treasury_ops",7.1,16.0,1,883.33,11.9
STF-00760,Treasury & Markets,FX Dealer,"credit_risk,treasury_ops,forex_ops,data_analytics",Treasury & Markets,FX Dealer,"data_analytics,forex_ops,credit_risk,leadership",1.8,17.0,3,836.4,0.0
STF-00761,Treasury & Markets,Markets Associate,"treasury_ops,credit_risk,forex_ops,data_analytics,branch_management",Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,data_analytics",2.0,15.0,3,553.43,4.8
STF-00762,Retail Banking,Teller,"branch_management,teller_ops,sales_advisory,customer_service",Credit & Lending,Loan Officer,"credit_risk,loan_underwriting,aml_compliance",2.5,22.0,4,797.49,9.1
STF-00763,Credit & Lending,Loan Officer,"data_analytics,credit_risk",Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance",8.2,20.0,3,979.38,16.5
STF-00764,Digital & IT,IT Support Analyst,"digital_banking,cybersecurity,it_support,data_analytics,aml_compliance",Digital & IT,IT Support Analyst,"it_support,digital_banking",7.8,20.0,2,961.56,5.4
STF-00765,Digital & IT,IT Support Analyst,"data_analytics,digital_banking,it_support,treasury_ops",Digital & IT,IT Support Analyst,"digital_banking,it_support,cybersecurity",8.3,21.0,4,914.41,9.3
STF-00766,Credit & Lending,Underwriter,"data_analytics,loan_underwriting,aml_compliance,credit_risk,teller_ops",Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,loan_underwriting",7.8,21.0,3,941.7,6.2
STF-00767,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,leadership,customer_service",Private & Wealth,Private Banker,"sales_advisory,wealth_management,treasury_ops",7.0,15.0,3,902.87,8.3
STF-00768,Treasury & Markets,Markets Associate,"data_analytics,forex_ops",Treasury & Markets,Markets Associate,"forex_ops,credit_risk,data_analytics",1.2,17.0,3,707.89,3.8
STF-00769,Treasury & Markets,Treasury Analyst,"data_analytics,forex_ops,it_support",Treasury & Markets,Treasury Analyst,"data_analytics,treasury_ops,forex_ops",14.5,16.0,3,909.13,6.4
STF-00770,Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting,aml_compliance,data_analytics",Credit & Lending,Underwriter,"credit_risk,loan_underwriting,data_analytics",1.3,13.0,2,549.35,0.0
STF-00771,Credit & Lending,Lending Manager,"data_analytics,loan_underwriting,credit_risk,aml_compliance",Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting",12.6,16.0,2,1006.9,7.3
STF-00772,Private & Wealth,Private Banker,"wealth_management,leadership",Credit & Lending,Lending Manager,"aml_compliance,loan_underwriting,credit_risk",2.0,19.0,2,612.74,5.4
STF-00773,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,forex_ops",Digital & IT,IT Support Analyst,"data_analytics,digital_banking,cybersecurity",10.4,16.0,2,958.26,7.0
STF-00774,Retail Banking,Customer Service Rep,"sales_advisory,customer_service,branch_management,teller_ops",Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics",3.5,13.0,3,809.19,5.9
STF-00775,Treasury & Markets,Treasury Analyst,"credit_risk,data_analytics,treasury_ops",Treasury & Markets,Treasury Analyst,"data_analytics,credit_risk,customer_service",8.6,13.0,4,940.95,11.0
STF-00776,Retail Banking,Branch Officer,"sales_advisory,customer_service,digital_banking",Digital & IT,Systems Administrator,"cybersecurity,digital_banking",1.2,21.0,4,610.72,0.0
STF-00777,Compliance & Risk,Risk Analyst,"cybersecurity,leadership,aml_compliance,credit_risk",Compliance & Risk,AML Investigator,"leadership,cybersecurity,credit_risk,wealth_management",1.5,16.0,4,729.64,8.7
STF-00778,Treasury & Markets,FX Dealer,"treasury_ops,forex_ops,credit_risk,data_analytics,wealth_management",Treasury & Markets,Treasury Analyst,"credit_risk,treasury_ops,data_analytics",3.9,24.0,2,610.67,8.5
STF-00779,Digital & IT,Digital Banking Officer,"data_analytics,cybersecurity,aml_compliance",Retail Banking,Customer Service Rep,"teller_ops,customer_service",7.0,18.0,5,749.15,1.2
STF-00780,Digital & IT,IT Support Analyst,"cybersecurity,digital_banking",Digital & IT,Systems Administrator,"it_support,digital_banking,treasury_ops",1.3,22.0,2,784.32,12.4
STF-00781,Private & Wealth,Private Banker,"customer_service,wealth_management,leadership,sales_advisory,teller_ops",Private & Wealth,Wealth Advisor,"wealth_management,leadership",4.2,20.0,3,779.97,5.6
STF-00782,Retail Banking,Branch Officer,"customer_service,sales_advisory,teller_ops,branch_management,wealth_management",Private & Wealth,Private Banker,"customer_service,wealth_management,sales_advisory",5.7,18.0,1,1035.2,8.9
STF-00783,Credit & Lending,Credit Analyst,"credit_risk,aml_compliance,loan_underwriting,digital_banking",Credit & Lending,Credit Analyst,"data_analytics,aml_compliance",4.5,15.0,3,891.38,8.6
STF-00784,Digital & IT,IT Support Analyst,"digital_banking,data_analytics,cybersecurity,it_support",Digital & IT,IT Support Analyst,"it_support,digital_banking,treasury_ops",9.9,18.0,2,883.04,0.0
STF-00785,Credit & Lending,Lending Manager,"aml_compliance,credit_risk,data_analytics",Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,sales_advisory",5.9,21.0,3,680.52,2.2
STF-00786,Private & Wealth,Relationship Manager,"leadership,customer_service,digital_banking",Private & Wealth,Private Banker,"wealth_management,customer_service,leadership",4.6,15.0,2,965.58,10.3
STF-00787,Digital & IT,Systems Administrator,"cybersecurity,digital_banking,it_support",Compliance & Risk,AML Investigator,"leadership,cybersecurity",4.1,19.0,2,742.13,8.7
STF-00788,Treasury & Markets,FX Dealer,"credit_risk,data_analytics",Private & Wealth,Relationship Manager,"sales_advisory,wealth_management,leadership",4.4,17.0,3,961.43,0.0
STF-00789,Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,data_analytics,branch_management",Treasury & Markets,Markets Associate,"forex_ops,treasury_ops,data_analytics,credit_risk",2.3,13.0,1,765.6,8.0
STF-00790,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops,data_analytics,it_support",Treasury & Markets,FX Dealer,"credit_risk,forex_ops",8.1,23.0,1,532.51,4.7
STF-00791,Retail Banking,Teller,"branch_management,sales_advisory,teller_ops,digital_banking",Treasury & Markets,Markets Associate,"treasury_ops,forex_ops,data_analytics,it_support",6.6,20.0,4,704.18,4.7
STF-00792,Digital & IT,Systems Administrator,"it_support,digital_banking,data_analytics,cybersecurity",Retail Banking,Branch Supervisor,"branch_management,teller_ops,customer_service",6.8,19.0,3,619.44,7.5
STF-00793,Credit & Lending,Underwriter,"data_analytics,credit_risk,aml_compliance,wealth_management",Credit & Lending,Loan Officer,"aml_compliance,data_analytics",2.2,19.0,3,760.24,7.4
STF-00794,Retail Banking,Customer Service Rep,"teller_ops,branch_management,customer_service",Retail Banking,Branch Supervisor,"sales_advisory,customer_service",1.2,22.0,3,589.32,1.7
STF-00795,Private & Wealth,Wealth Advisor,"wealth_management,sales_advisory,loan_underwriting",Private & Wealth,Wealth Advisor,"leadership,customer_service,sales_advisory",3.5,25.0,2,831.25,1.1
STF-00796,Retail Banking,Teller,"customer_service,branch_management,teller_ops",Retail Banking,Teller,"teller_ops,sales_advisory,cybersecurity",9.2,12.0,1,967.25,8.3
STF-00797,Digital & IT,Systems Administrator,"data_analytics,it_support,digital_banking,cybersecurity,customer_service",Retail Banking,Teller,"sales_advisory,branch_management",5.9,20.0,3,896.02,7.0
STF-00798,Treasury & Markets,FX Dealer,"forex_ops,treasury_ops,credit_risk,branch_management",Treasury & Markets,FX Dealer,"forex_ops,data_analytics",3.3,14.0,3,665.04,0.3
STF-00799,Compliance & Risk,Compliance Officer,"aml_compliance,leadership,cybersecurity,credit_risk,wealth_management",Compliance & Risk,AML Investigator,"credit_risk,leadership,cybersecurity",4.9,19.0,2,799.44,6.3
STF-00800,Compliance & Risk,AML Investigator,"aml_compliance,cybersecurity,credit_risk,wealth_management",Private & Wealth,Wealth Advisor,"wealth_management,leadership,credit_risk",4.2,28.0,3,745.64,7.8
STF-00801,Retail Banking,Teller,"customer_service,branch_management,teller_ops,credit_risk",Retail Banking,Branch Supervisor,"branch_management,customer_service,sales_advisory",8.7,16.0,3,955.72,4.2
STF-00802,Retail Banking,Teller,"branch_management,teller_ops,customer_service,sales_advisory,loan_underwriting",Retail Banking,Customer Service Rep,"customer_service,branch_management,teller_ops,loan_underwriting",9.4,22.0,3,1146.91,10.4
STF-00803,Credit & Lending,Loan Officer,"aml_compliance,data_analytics,credit_risk,customer_service",Credit & Lending,Credit Analyst,"data_analytics,aml_compliance,loan_underwriting",3.7,14.0,2,746.1,3.6
STF-00804,Private & Wealth,Relationship Manager,"leadership,customer_service,sales_advisory,wealth_management,aml_compliance",Private & Wealth,Wealth Advisor,"wealth_management,leadership",3.5,18.0,3,754.12,1.4
STF-00805,Private & Wealth,Wealth Advisor,"leadership,customer_service,sales_advisory,wealth_management",Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking",3.2,25.0,2,665.95,2.3
STF-00806,Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting,aml_compliance",Retail Banking,Branch Supervisor,"branch_management,customer_service,teller_ops",3.5,16.0,2,941.2,7.8
STF-00807,Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting",Credit & Lending,Lending Manager,"aml_compliance,credit_risk,data_analytics",3.6,12.0,3,562.35,1.5
STF-00808,Retail Banking,Customer Service Rep,"sales_advisory,branch_management",Retail Banking,Teller,"sales_advisory,branch_management,teller_ops",7.3,16.0,2,689.72,6.0
STF-00809,Credit & Lending,Underwriter,"loan_underwriting,credit_risk,aml_compliance",Retail Banking,Teller,"teller_ops,customer_service,branch_management,loan_underwriting",4.5,17.0,3,588.5,2.1
STF-00810,Private & Wealth,Relationship Manager,"wealth_management,leadership",Private & Wealth,Wealth Advisor,"wealth_management,customer_service,sales_advisory,leadership",2.1,18.0,3,788.98,6.3
STF-00811,Digital & IT,Digital Banking Officer,"cybersecurity,data_analytics",Private & Wealth,Wealth Advisor,"customer_service,sales_advisory,wealth_management",7.7,28.0,4,785.91,8.9
STF-00812,Digital & IT,IT Support Analyst,"data_analytics,cybersecurity,digital_banking,it_support",Compliance & Risk,Compliance Officer,"cybersecurity,aml_compliance",4.9,17.0,2,725.04,9.4
STF-00813,Private & Wealth,Relationship Manager,"leadership,customer_service",Private & Wealth,Wealth Advisor,"wealth_management,leadership",0.7,19.0,2,781.41,7.7
STF-00814,Treasury & Markets,FX Dealer,"treasury_ops,credit_risk,data_analytics,forex_ops",Treasury & Markets,FX Dealer,"credit_risk,data_analytics,forex_ops",1.4,26.0,3,782.18,12.7
STF-00815,Retail Banking,Teller,"customer_service,teller_ops,sales_advisory",Retail Banking,Branch Officer,"customer_service,sales_advisory,teller_ops",5.0,20.0,3,811.77,4.0
STF-00816,Treasury & Markets,Treasury Analyst,"forex_ops,credit_risk,digital_banking",Credit & Lending,Credit Analyst,"loan_underwriting,aml_compliance,data_analytics",7.9,13.0,3,807.06,8.0
STF-00817,Retail Banking,Branch Supervisor,"customer_service,branch_management,sales_advisory,forex_ops",Retail Banking,Branch Officer,"sales_advisory,customer_service",11.0,26.0,3,1152.44,5.1
STF-00818,Treasury & Markets,Markets Associate,"data_analytics,treasury_ops,credit_risk,leadership",Credit & Lending,Underwriter,"data_analytics,loan_underwriting,customer_service",0.7,25.0,3,837.61,5.3
STF-00819,Compliance & Risk,AML Investigator,"credit_risk,cybersecurity,aml_compliance,leadership,it_support",Retail Banking,Branch Officer,"sales_advisory,branch_management",6.9,18.0,4,761.43,1.3
STF-00820,Digital & IT,Digital Banking Officer,"it_support,digital_banking,data_analytics",Retail Banking,Customer Service Rep,"customer_service,branch_management,teller_ops",12.2,16.0,1,984.49,6.7
STF-00821,Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk,data_analytics,forex_ops",Treasury & Markets,Markets Associate,"data_analytics,forex_ops",1.5,26.0,2,806.31,1.4
STF-00822,Retail Banking,Branch Officer,"teller_ops,branch_management",Private & Wealth,Wealth Advisor,"wealth_management,customer_service,credit_risk",1.5,17.0,2,734.06,6.9
STF-00823,Credit & Lending,Lending Manager,"credit_risk,aml_compliance,data_analytics",Credit & Lending,Loan Officer,"aml_compliance,credit_risk",2.6,21.0,3,724.64,16.1
STF-00824,Retail Banking,Branch Officer,"customer_service,branch_management,teller_ops",Retail Banking,Branch Supervisor,"sales_advisory,branch_management,teller_ops",5.5,18.0,2,809.41,4.1
STF-00825,Retail Banking,Customer Service Rep,"sales_advisory,teller_ops,loan_underwriting",Compliance & Risk,Compliance Officer,"aml_compliance,cybersecurity,leadership,customer_service",9.0,24.0,4,751.44,2.5
STF-00826,Credit & Lending,Loan Officer,"data_analytics,aml_compliance,credit_risk,loan_underwriting,leadership",Credit & Lending,Credit Analyst,"credit_risk,loan_underwriting",4.1,19.0,4,700.5,4.5
STF-00827,Private & Wealth,Relationship Manager,"sales_advisory,leadership,wealth_management,customer_service",Private & Wealth,Wealth Advisor,"leadership,customer_service,wealth_management",3.9,19.0,4,582.93,0.0
STF-00828,Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics,treasury_ops",Treasury & Markets,FX Dealer,"data_analytics,forex_ops,treasury_ops,loan_underwriting",5.0,18.0,3,695.43,7.8
STF-00829,Treasury & Markets,Treasury Analyst,"treasury_ops,credit_risk,data_analytics,forex_ops",Treasury & Markets,FX Dealer,"forex_ops,treasury_ops,credit_risk,branch_management",3.4,14.0,3,901.52,3.5
STF-00830,Retail Banking,Branch Officer,"customer_service,teller_ops,wealth_management",Private & Wealth,Relationship Manager,"wealth_management,customer_service",3.3,15.0,1,752.89,5.4
STF-00831,Private & Wealth,Private Banker,"leadership,customer_service,sales_advisory,wealth_management",Private & Wealth,Relationship Manager,"wealth_management,leadership,customer_service",1.4,14.0,3,611.49,4.2
STF-00832,Retail Banking,Branch Officer,"teller_ops,customer_service,sales_advisory,branch_management",Compliance & Risk,Compliance Officer,"aml_compliance,credit_risk,leadership,loan_underwriting",1.2,14.0,3,732.15,3.4
STF-00833,Credit & Lending,Underwriter,"credit_risk,data_analytics",Retail Banking,Branch Officer,"sales_advisory,customer_service,branch_management",7.4,17.0,4,535.61,7.3
STF-00834,Digital & IT,Digital Banking Officer,"it_support,cybersecurity,data_analytics,digital_banking,credit_risk",Compliance & Risk,Compliance Officer,"credit_risk,leadership,cybersecurity,wealth_management",3.6,20.0,4,715.32,7.9
STF-00835,Treasury & Markets,FX Dealer,"forex_ops,credit_risk,data_analytics,treasury_ops",Digital & IT,Digital Banking Officer,"it_support,data_analytics,cybersecurity,forex_ops",1.7,14.0,2,829.64,0.0
STF-00836,Compliance & Risk,Risk Analyst,"aml_compliance,credit_risk,teller_ops",Digital & IT,IT Support Analyst,"it_support,digital_banking,teller_ops",3.7,15.0,3,584.83,15.4
STF-00837,Digital & IT,Digital Banking Officer,"data_analytics,cybersecurity,digital_banking,it_support",Digital & IT,IT Support Analyst,"digital_banking,it_support,data_analytics",2.0,20.0,2,656.67,4.4
STF-00838,Compliance & Risk,Risk Analyst,"cybersecurity,credit_risk,aml_compliance,leadership,digital_banking",Compliance & Risk,Compliance Officer,"credit_risk,leadership,cybersecurity",3.9,18.0,2,805.08,6.8
STF-00839,Compliance & Risk,Risk Analyst,"credit_risk,leadership,cybersecurity,aml_compliance",Treasury & Markets,Treasury Analyst,"treasury_ops,data_analytics",5.8,16.0,5,721.92,3.9
STF-00840,Credit & Lending,Loan Officer,"loan_underwriting,aml_compliance,data_analytics,credit_risk",Compliance & Risk,AML Investigator,"leadership,credit_risk,teller_ops",4.4,23.0,4,733.77,7.9
STF-00841,Treasury & Markets,Markets Associate,"treasury_ops,data_analytics,credit_risk,forex_ops,cybersecurity",Private & Wealth,Wealth Advisor,"leadership,wealth_management,sales_advisory",8.1,17.0,3,882.75,3.0
STF-00842,Treasury & Markets,Markets Associate,"credit_risk,data_analytics,treasury_ops,loan_underwriting",Treasury & Markets,Treasury Analyst,"forex_ops,data_analytics",3.3,15.0,1,780.33,6.7
STF-00843,Private & Wealth,Private Banker,"wealth_management,leadership,customer_service,sales_advisory,digital_banking",Retail Banking,Branch Officer,"teller_ops,sales_advisory",5.7,13.0,4,860.25,11.2
STF-00844,Treasury & Markets,Treasury Analyst,"treasury_ops,data_analytics,teller_ops",Treasury & Markets,Markets Associate,"credit_risk,data_analytics,treasury_ops",1.3,22.0,2,749.73,6.8
STF-00845,Treasury & Markets,Treasury Analyst,"forex_ops,treasury_ops",Retail Banking,Teller,"customer_service,branch_management,digital_banking",3.6,19.0,5,903.71,0.0
STF-00846,Retail Banking,Branch Supervisor,"sales_advisory,teller_ops,customer_service,branch_management,leadership",Retail Banking,Branch Supervisor,"branch_management,customer_service,teller_ops,wealth_management",3.6,15.0,2,599.94,6.4
STF-00847,Digital & IT,IT Support Analyst,"digital_banking,cybersecurity,it_support",Digital & IT,Digital Banking Officer,"it_support,cybersecurity",3.3,13.0,3,611.52,6.7
